ENSG00000010379	ENSMUSG00000030108	ENSRNOG00000012876	ENSOCUG00000000003	ENSCPOG00000013744	ENSSTOG00000000918	ENSMLUG00000000435	ENSPVAG00000004771	ENSECAG00000013410	ENSCAFG00000015769	ENSMICG00000007883	ENSOGAG00000000310	ENSGGOG00000004892
ENSG00000138078	ENSMUSG00000024127	ENSRNOG00000007326	ENSOCUG00000005471	ENSCPOG00000009510	ENSSTOG00000004860	ENSMLUG00000016118	ENSPVAG00000012041	ENSECAG00000005377	ENSCAFG00000002543	ENSMICG00000004928	ENSOGAG00000008772	ENSGGOG00000007235
ENSG00000221838	ENSMUSG00000019518	ENSRNOG00000001353	ENSOCUG00000000304	ENSCPOG00000005111	ENSSTOG00000009043	ENSMLUG00000014158	ENSPVAG00000024099	ENSECAG00000016103	ENSCAFG00000014674	ENSMICG00000003981	ENSOGAG00000006410	ENSGGOG00000002739
ENSG00000108272	ENSMUSG00000034449	ENSRNOG00000027891	ENSOCUG00000021228	ENSCPOG00000004280	ENSSTOG00000002410	ENSMLUG00000013199	ENSPVAG00000011625	ENSECAG00000025095	ENSCAFG00000017845	ENSMICG00000004210	ENSOGAG00000013780	ENSGGOG00000007970
ENSG00000180424	ENSMUSG00000044863	ENSRNOG00000007558	ENSOCUG00000026775	ENSCPOG00000021453	ENSSTOG00000004598	ENSMLUG00000026134	ENSPVAG00000008254	ENSECAG00000015886	ENSCAFG00000030438	ENSMICG00000014663	ENSOGAG00000002339	ENSGGOG00000000884
ENSG00000162174	ENSMUSG00000024654	ENSRNOG00000020202	ENSOCUG00000005922	ENSCPOG00000014143	ENSSTOG00000010064	ENSMLUG00000023274	ENSPVAG00000009110	ENSECAG00000013093	ENSCAFG00000015868	ENSMICG00000005106	ENSOGAG00000000405	ENSGGOG00000022387
ENSG00000012983	ENSMUSG00000034761	ENSRNOG00000004923	ENSOCUG00000012996	ENSCPOG00000014479	ENSSTOG00000021920	ENSMLUG00000009908	ENSPVAG00000006175	ENSECAG00000005718	ENSCAFG00000014383	ENSMICG00000015101	ENSOGAG00000010934	ENSGGOG00000027409
ENSG00000156687	ENSMUSG00000063626	ENSRNOG00000011858	ENSOCUG00000017691	ENSCPOG00000013033	ENSSTOG00000000296	ENSMLUG00000005073	ENSPVAG00000007214	ENSECAG00000011901	ENSCAFG00000006252	ENSMICG00000003083	ENSOGAG00000000753	ENSGGOG00000006788
ENSG00000151743	ENSMUSG00000068250	ENSRNOG00000036917	ENSOCUG00000011737	ENSCPOG00000004960	ENSSTOG00000008790	ENSMLUG00000014310	ENSPVAG00000014247	ENSECAG00000007078	ENSCAFG00000010668	ENSMICG00000015483	ENSOGAG00000007575	ENSGGOG00000003726
ENSG00000135424	ENSMUSG00000025348	ENSRNOG00000007905	ENSOCUG00000021735	ENSCPOG00000007059	ENSSTOG00000010310	ENSMLUG00000010362	ENSPVAG00000017746	ENSECAG00000011735	ENSCAFG00000000060	ENSMICG00000010827	ENSOGAG00000010514	ENSGGOG00000003161
ENSG00000127249	ENSMUSG00000038094	ENSRNOG00000001714	ENSOCUG00000015801	ENSCPOG00000008886	ENSSTOG00000020120	ENSMLUG00000008427	ENSPVAG00000016122	ENSECAG00000013520	ENSCAFG00000014158	ENSMICG00000017354	ENSOGAG00000006651	ENSGGOG00000007060
ENSG00000175073	ENSMUSG00000045210	ENSRNOG00000006980	ENSOCUG00000015198	ENSCPOG00000010498	ENSSTOG00000021772	ENSMLUG00000022995	ENSPVAG00000013653	ENSECAG00000015559	ENSCAFG00000007346	ENSMICG00000007034	ENSOGAG00000012360	ENSGGOG00000003899
ENSG00000179583	ENSMUSG00000022504	ENSRNOG00000002659	ENSOCUG00000006208	ENSCPOG00000002509	ENSSTOG00000027927	ENSMLUG00000010271	ENSPVAG00000011070	ENSECAG00000023534	ENSCAFG00000018931	ENSMICG00000016655	ENSOGAG00000012730	ENSGGOG00000014044
ENSG00000087095	ENSMUSG00000017376	ENSRNOG00000008704	ENSOCUG00000007764	ENSCPOG00000001093	ENSSTOG00000007526	ENSMLUG00000008681	ENSPVAG00000002870	ENSECAG00000010309	ENSCAFG00000018650	ENSMICG00000014606	ENSOGAG00000003321	ENSGGOG00000010535
ENSG00000166816	ENSMUSG00000031958	ENSRNOG00000019036	ENSOCUG00000001913	ENSCPOG00000010200	ENSSTOG00000006254	ENSMLUG00000010489	ENSPVAG00000013696	ENSECAG00000010322	ENSCAFG00000020090	ENSMICG00000009466	ENSOGAG00000027100	ENSGGOG00000010634
ENSG00000179133	ENSMUSG00000026734	ENSRNOG00000021898	ENSOCUG00000016646	ENSCPOG00000002511	ENSSTOG00000010976	ENSMLUG00000010146	ENSPVAG00000013741	ENSECAG00000012482	ENSCAFG00000004218	ENSMICG00000001368	ENSOGAG00000009212	ENSGGOG00000000660
ENSG00000158270	ENSMUSG00000036103	ENSRNOG00000016366	ENSOCUG00000022216	ENSCPOG00000010983	ENSSTOG00000002173	ENSMLUG00000004108	ENSPVAG00000004009	ENSECAG00000018963	ENSCAFG00000018331	ENSMICG00000004528	ENSOGAG00000003364	ENSGGOG00000001912
ENSG00000169919	ENSMUSG00000025534	ENSRNOG00000000913	ENSOCUG00000004119	ENSCPOG00000004691	ENSSTOG00000008865	ENSMLUG00000008449	ENSPVAG00000000608	ENSECAG00000014688	ENSCAFG00000010193	ENSMICG00000004175	ENSOGAG00000011598	ENSGGOG00000007902
ENSG00000177143	ENSMUSG00000050996	ENSRNOG00000016409	ENSOCUG00000009188	ENSCPOG00000022066	ENSSTOG00000014622	ENSMLUG00000006456	ENSPVAG00000000698	ENSECAG00000005094	ENSCAFG00000018336	ENSMICG00000004538	ENSOGAG00000026660	ENSGGOG00000001323
ENSG00000125355	ENSMUSG00000036502	ENSRNOG00000028085	ENSOCUG00000004334	ENSCPOG00000001714	ENSSTOG00000002306	ENSMLUG00000016410	ENSPVAG00000012065	ENSECAG00000009038	ENSCAFG00000018461	ENSMICG00000014354	ENSOGAG00000002264	ENSGGOG00000010310
ENSG00000135093	ENSMUSG00000029592	ENSRNOG00000028556	ENSOCUG00000004402	ENSCPOG00000013022	ENSSTOG00000028726	ENSMLUG00000010674	ENSPVAG00000007454	ENSECAG00000017723	ENSCAFG00000011165	ENSMICG00000017625	ENSOGAG00000007436	ENSGGOG00000009612
ENSG00000132781	ENSMUSG00000028687	ENSRNOG00000017887	ENSOCUG00000001966	ENSCPOG00000012452	ENSSTOG00000026107	ENSMLUG00000005635	ENSPVAG00000014996	ENSECAG00000008704	ENSCAFG00000004612	ENSMICG00000013605	ENSOGAG00000003981	ENSGGOG00000003284
ENSG00000134242	ENSMUSG00000027843	ENSRNOG00000019614	ENSOCUG00000003763	ENSCPOG00000001039	ENSSTOG00000014683	ENSMLUG00000007430	ENSPVAG00000008191	ENSECAG00000024298	ENSCAFG00000009255	ENSMICG00000001385	ENSOGAG00000013912	ENSGGOG00000003849
ENSG00000103769	ENSMUSG00000004771	ENSRNOG00000011302	ENSOCUG00000014755	ENSCPOG00000006462	ENSSTOG00000015255	ENSMLUG00000008820	ENSPVAG00000004909	ENSECAG00000023865	ENSCAFG00000017255	ENSMICG00000004349	ENSOGAG00000007642	ENSGGOG00000014252
ENSG00000129282	ENSMUSG00000018405	ENSRNOG00000027901	ENSOCUG00000012149	ENSCPOG00000004283	ENSSTOG00000002422	ENSMLUG00000013208	ENSPVAG00000011626	ENSECAG00000025139	ENSCAFG00000017849	ENSMICG00000004216	ENSOGAG00000013785	ENSGGOG00000007979
ENSG00000182685	ENSMUSG00000045744	ENSRNOG00000009611	ENSOCUG00000002400	ENSCPOG00000002064	ENSSTOG00000013137	ENSMLUG00000003946	ENSPVAG00000005096	ENSECAG00000010026	ENSCAFG00000019404	ENSMICG00000005883	ENSOGAG00000006591	ENSGGOG00000014233
ENSG00000080166	ENSMUSG00000022129	ENSRNOG00000008671	ENSOCUG00000000407	ENSCPOG00000001695	ENSSTOG00000010422	ENSMLUG00000004421	ENSPVAG00000014050	ENSECAG00000000264	ENSCAFG00000005323	ENSMICG00000007611	ENSOGAG00000008119	ENSGGOG00000016275
ENSG00000131470	ENSMUSG00000019303	ENSRNOG00000020022	ENSOCUG00000015214	ENSCPOG00000022571	ENSSTOG00000003682	ENSMLUG00000016683	ENSPVAG00000016557	ENSECAG00000022323	ENSCAFG00000014931	ENSMICG00000010266	ENSOGAG00000025433	ENSGGOG00000010881
ENSG00000204386	ENSMUSG00000007038	ENSRNOG00000032942	ENSOCUG00000006968	ENSCPOG00000014780	ENSSTOG00000013187	ENSMLUG00000004882	ENSPVAG00000005125	ENSECAG00000019284	ENSCAFG00000000642	ENSMICG00000003563	ENSOGAG00000014167	ENSGGOG00000008963
ENSG00000132130	ENSMUSG00000018698	ENSRNOG00000002812	ENSOCUG00000024664	ENSCPOG00000027154	ENSSTOG00000022593	ENSMLUG00000014749	ENSPVAG00000015637	ENSECAG00000001597	ENSCAFG00000017853	ENSMICG00000004221	ENSOGAG00000013789	ENSGGOG00000002703
ENSG00000151746	ENSMUSG00000003452	ENSRNOG00000036911	ENSOCUG00000017857	ENSCPOG00000001551	ENSSTOG00000004236	ENSMLUG00000009648	ENSPVAG00000006796	ENSECAG00000011517	ENSCAFG00000010619	ENSMICG00000014915	ENSOGAG00000004868	ENSGGOG00000016457
ENSG00000176890	ENSMUSG00000025747	ENSRNOG00000037225	ENSOCUG00000008667	ENSCPOG00000015574	ENSSTOG00000000910	ENSMLUG00000009587	ENSPVAG00000000701	ENSECAG00000023203	ENSCAFG00000018341	ENSMICG00000014830	ENSOGAG00000024349	ENSGGOG00000014000
ENSG00000101057	ENSMUSG00000017861	ENSRNOG00000007805	ENSOCUG00000005775	ENSCPOG00000020458	ENSSTOG00000010149	ENSMLUG00000016678	ENSPVAG00000001218	ENSECAG00000005925	ENSCAFG00000009336	ENSMICG00000000330	ENSOGAG00000007702	ENSGGOG00000014308
ENSG00000038532	ENSMUSG00000068663	ENSRNOG00000002588	ENSOCUG00000006217	ENSCPOG00000002517	ENSSTOG00000001389	ENSMLUG00000013483	ENSPVAG00000011075	ENSECAG00000020814	ENSCAFG00000018920	ENSMICG00000016678	ENSOGAG00000012739	ENSGGOG00000014059
ENSG00000074657	ENSMUSG00000042439	ENSRNOG00000017116	ENSOCUG00000014396	ENSCPOG00000005888	ENSSTOG00000023882	ENSMLUG00000000137	ENSPVAG00000008260	ENSECAG00000014565	ENSCAFG00000000103	ENSMICG00000016043	ENSOGAG00000016596	ENSGGOG00000026498
ENSG00000204257	ENSMUSG00000037649	ENSRNOG00000000460	ENSOCUG00000022573	ENSCPOG00000015044	ENSSTOG00000009246	ENSMLUG00000005494	ENSPVAG00000012008	ENSECAG00000003669	ENSCAFG00000000848	ENSMICG00000010132	ENSOGAG00000006029	ENSGGOG00000005835
ENSG00000167967	ENSMUSG00000024137	ENSRNOG00000009224	ENSOCUG00000025484	ENSCPOG00000002052	ENSSTOG00000013171	ENSMLUG00000016786	ENSPVAG00000005098	ENSECAG00000008036	ENSCAFG00000019388	ENSMICG00000005892	ENSOGAG00000006594	ENSGGOG00000014241
ENSG00000159723	ENSMUSG00000005705	ENSRNOG00000039001	ENSOCUG00000011856	ENSCPOG00000010909	ENSSTOG00000016448	ENSMLUG00000005196	ENSPVAG00000008213	ENSECAG00000016828	ENSCAFG00000020359	ENSMICG00000012098	ENSOGAG00000034563	ENSGGOG00000012981
ENSG00000005844	ENSMUSG00000030830	ENSRNOG00000017980	ENSOCUG00000014362	ENSCPOG00000007159	ENSSTOG00000002813	ENSMLUG00000008325	ENSPVAG00000010058	ENSECAG00000008485	ENSCAFG00000016603	ENSMICG00000004705	ENSOGAG00000034063	ENSGGOG00000002189
ENSG00000094804	ENSMUSG00000017499	ENSRNOG00000027787	ENSOCUG00000004898	ENSCPOG00000010305	ENSSTOG00000004716	ENSMLUG00000010600	ENSPVAG00000008568	ENSECAG00000009913	ENSCAFG00000016106	ENSMICG00000009736	ENSOGAG00000008542	ENSGGOG00000015493
ENSG00000157890	ENSMUSG00000036466	ENSRNOG00000010634	ENSOCUG00000014760	ENSCPOG00000006468	ENSSTOG00000015258	ENSMLUG00000008226	ENSPVAG00000004914	ENSECAG00000000706	ENSCAFG00000017261	ENSMICG00000004354	ENSOGAG00000007644	ENSGGOG00000000293
ENSG00000039523	ENSMUSG00000038604	ENSRNOG00000017604	ENSOCUG00000008968	ENSCPOG00000004238	ENSSTOG00000025539	ENSMLUG00000005201	ENSPVAG00000016586	ENSECAG00000018681	ENSCAFG00000020358	ENSMICG00000012105	ENSOGAG00000011861	ENSGGOG00000011949
ENSG00000181610	ENSMUSG00000023723	ENSRNOG00000010363	ENSOCUG00000003350	ENSCPOG00000008761	ENSSTOG00000006711	ENSMLUG00000008105	ENSPVAG00000000514	ENSECAG00000012333	ENSCAFG00000017421	ENSMICG00000013612	ENSOGAG00000014476	ENSGGOG00000016181
ENSG00000163702	ENSMUSG00000030281	ENSRNOG00000027376	ENSOCUG00000028217	ENSCPOG00000006690	ENSSTOG00000002163	ENSMLUG00000006156	ENSPVAG00000011111	ENSECAG00000009634	ENSCAFG00000005215	ENSMICG00000002318	ENSOGAG00000011522	ENSGGOG00000012165
ENSG00000136573	ENSMUSG00000014453	ENSRNOG00000010798	ENSOCUG00000013226	ENSCPOG00000005215	ENSSTOG00000000630	ENSMLUG00000024443	ENSPVAG00000002941	ENSECAG00000017938	ENSCAFG00000007963	ENSMICG00000002271	ENSOGAG00000026548	ENSGGOG00000005127
ENSG00000141699	ENSMUSG00000017802	ENSRNOG00000020056	ENSOCUG00000015226	ENSCPOG00000002844	ENSSTOG00000003702	ENSMLUG00000001002	ENSPVAG00000016558	ENSECAG00000020676	ENSCAFG00000014921	ENSMICG00000010271	ENSOGAG00000009874	ENSGGOG00000010893
ENSG00000184517	ENSMUSG00000055835	ENSRNOG00000019059	ENSOCUG00000001924	ENSCPOG00000000634	ENSSTOG00000022317	ENSMLUG00000002042	ENSPVAG00000017232	ENSECAG00000014727	ENSCAFG00000020085	ENSMICG00000015124	ENSOGAG00000001902	ENSGGOG00000006121
ENSG00000139132	ENSMUSG00000022788	ENSRNOG00000001818	ENSOCUG00000013919	ENSCPOG00000015271	ENSSTOG00000012543	ENSMLUG00000013557	ENSPVAG00000000512	ENSECAG00000015379	ENSCAFG00000010589	ENSMICG00000017663	ENSOGAG00000011501	ENSGGOG00000010434
ENSG00000180891	ENSMUSG00000018378	ENSRNOG00000010257	ENSOCUG00000003354	ENSCPOG00000022982	ENSSTOG00000002920	ENSMLUG00000008122	ENSPVAG00000000517	ENSECAG00000012985	ENSCAFG00000017425	ENSMICG00000013619	ENSOGAG00000014478	ENSGGOG00000014235
ENSG00000088451	ENSMUSG00000022130	ENSRNOG00000009661	ENSOCUG00000010258	ENSCPOG00000001698	ENSSTOG00000010429	ENSMLUG00000013788	ENSPVAG00000006315	ENSECAG00000021307	ENSCAFG00000005327	ENSMICG00000007621	ENSOGAG00000008122	ENSGGOG00000010704
ENSG00000204385	ENSMUSG00000007034	ENSRNOG00000000878	ENSOCUG00000006970	ENSCPOG00000014782	ENSSTOG00000020040	ENSMLUG00000004887	ENSPVAG00000005126	ENSECAG00000009701	ENSCAFG00000000658	ENSMICG00000003573	ENSOGAG00000014170	ENSGGOG00000008972
ENSG00000189046	ENSMUSG00000044339	ENSRNOG00000028584	ENSOCUG00000021524	ENSCPOG00000004633	ENSSTOG00000028697	ENSMLUG00000010708	ENSPVAG00000007456	ENSECAG00000015963	ENSCAFG00000011152	ENSMICG00000017626	ENSOGAG00000028772	ENSGGOG00000009621
ENSG00000124237	ENSMUSG00000027518	ENSRNOG00000028533	ENSOCUG00000012766	ENSCPOG00000007922	ENSSTOG00000001088	ENSMLUG00000000729	ENSPVAG00000012337	ENSECAG00000022514	ENSCAFG00000012074	ENSMICG00000012985	ENSOGAG00000003886	ENSGGOG00000005869
ENSG00000152749	ENSMUSG00000022131	ENSRNOG00000009766	ENSOCUG00000016276	ENSCPOG00000001700	ENSSTOG00000010440	ENSMLUG00000013795	ENSPVAG00000006316	ENSECAG00000011085	ENSCAFG00000005334	ENSMICG00000007628	ENSOGAG00000008126	ENSGGOG00000026438
ENSG00000149295	ENSMUSG00000032259	ENSRNOG00000008428	ENSOCUG00000011657	ENSCPOG00000009265	ENSSTOG00000003570	ENSMLUG00000011890	ENSPVAG00000012853	ENSECAG00000013567	ENSCAFG00000013890	ENSMICG00000004037	ENSOGAG00000006407	ENSGGOG00000003244
ENSG00000101294	ENSMUSG00000019188	ENSRNOG00000007738	ENSOCUG00000003190	ENSCPOG00000011675	ENSSTOG00000004628	ENSMLUG00000007479	ENSPVAG00000011508	ENSECAG00000019217	ENSCAFG00000007038	ENSMICG00000014688	ENSOGAG00000002344	ENSGGOG00000000991
ENSG00000131759	ENSMUSG00000037992	ENSRNOG00000009972	ENSOCUG00000004903	ENSCPOG00000007730	ENSSTOG00000004746	ENSMLUG00000007782	ENSPVAG00000008572	ENSECAG00000023358	ENSCAFG00000016060	ENSMICG00000009745	ENSOGAG00000024257	ENSGGOG00000003114
ENSG00000136826	ENSMUSG00000003032	ENSRNOG00000016299	ENSOCUG00000005904	ENSCPOG00000027434	ENSSTOG00000022002	ENSMLUG00000014795	ENSPVAG00000001093	ENSECAG00000010613	ENSCAFG00000002797	ENSMICG00000004603	ENSOGAG00000029918	ENSGGOG00000000096
ENSG00000183831	ENSMUSG00000044835	ENSRNOG00000002890	ENSOCUG00000015266	ENSCPOG00000010568	ENSSTOG00000015243	ENSMLUG00000016349	ENSPVAG00000002600	ENSECAG00000013243	ENSCAFG00000014558	ENSMICG00000002947	ENSOGAG00000006288	ENSGGOG00000023541
ENSG00000004948	ENSMUSG00000023964	ENSRNOG00000010053	ENSOCUG00000006148	ENSCPOG00000006940	ENSSTOG00000011852	ENSMLUG00000006718	ENSPVAG00000007672	ENSECAG00000001570	ENSCAFG00000002033	ENSMICG00000002792	ENSOGAG00000000282	ENSGGOG00000011549
ENSG00000168505	ENSMUSG00000034486	ENSRNOG00000019495	ENSOCUG00000013057	ENSCPOG00000020471	ENSSTOG00000010654	ENSMLUG00000011484	ENSPVAG00000005754	ENSECAG00000007324	ENSCAFG00000012148	ENSMICG00000008684	ENSOGAG00000034320	ENSGGOG00000005520
ENSG00000136574	ENSMUSG00000021944	ENSRNOG00000010708	ENSOCUG00000002199	ENSCPOG00000006054	ENSSTOG00000028957	ENSMLUG00000005507	ENSPVAG00000012952	ENSECAG00000020359	ENSCAFG00000029087	ENSMICG00000002281	ENSOGAG00000033776	ENSGGOG00000010773
ENSG00000164975	ENSMUSG00000028483	ENSRNOG00000010825	ENSOCUG00000009315	ENSCPOG00000005081	ENSSTOG00000002194	ENSMLUG00000017214	ENSPVAG00000016980	ENSECAG00000006422	ENSCAFG00000001548	ENSMICG00000013886	ENSOGAG00000002175	ENSGGOG00000006757
ENSG00000108270	ENSMUSG00000018697	ENSRNOG00000002778	ENSOCUG00000014434	ENSCPOG00000006037	ENSSTOG00000002458	ENSMLUG00000014754	ENSPVAG00000015638	ENSECAG00000008531	ENSCAFG00000017869	ENSMICG00000004226	ENSOGAG00000013792	ENSGGOG00000002706
ENSG00000076248	ENSMUSG00000029591	ENSRNOG00000000692	ENSOCUG00000003145	ENSCPOG00000019290	ENSSTOG00000006894	ENSMLUG00000010755	ENSPVAG00000007458	ENSECAG00000008080	ENSCAFG00000011144	ENSMICG00000017627	ENSOGAG00000007441	ENSGGOG00000022413
ENSG00000148498	ENSMUSG00000025812	ENSRNOG00000032437	ENSOCUG00000000455	ENSCPOG00000015693	ENSSTOG00000015301	ENSMLUG00000014963	ENSPVAG00000012487	ENSECAG00000016619	ENSCAFG00000003737	ENSMICG00000008515	ENSOGAG00000004069	ENSGGOG00000005482
ENSG00000182177	ENSMUSG00000067081	ENSRNOG00000019557	ENSOCUG00000028035	ENSCPOG00000008264	ENSSTOG00000022409	ENSMLUG00000011493	ENSPVAG00000005756	ENSECAG00000009378	ENSCAFG00000012159	ENSMICG00000012339	ENSOGAG00000027887	ENSGGOG00000005521
ENSG00000147475	ENSMUSG00000031483	ENSRNOG00000013763	ENSOCUG00000013413	ENSCPOG00000006225	ENSSTOG00000024581	ENSMLUG00000011778	ENSPVAG00000006001	ENSECAG00000009999	ENSCAFG00000006211	ENSMICG00000010152	ENSOGAG00000000966	ENSGGOG00000012855
ENSG00000167969	ENSMUSG00000024132	ENSRNOG00000008843	ENSOCUG00000021481	ENSCPOG00000002059	ENSSTOG00000013183	ENSMLUG00000016802	ENSPVAG00000005100	ENSECAG00000023693	ENSCAFG00000030058	ENSMICG00000005901	ENSOGAG00000006604	ENSGGOG00000014262
ENSG00000132321	ENSMUSG00000026301	ENSRNOG00000019592	ENSOCUG00000012240	ENSCPOG00000015228	ENSSTOG00000010661	ENSMLUG00000011512	ENSPVAG00000009501	ENSECAG00000009419	ENSCAFG00000012170	ENSMICG00000008062	ENSOGAG00000005917	ENSGGOG00000013083
ENSG00000167207	ENSMUSG00000055994	ENSRNOG00000014124	ENSOCUG00000012840	ENSCPOG00000010054	ENSSTOG00000025139	ENSMLUG00000015152	ENSPVAG00000014192	ENSECAG00000017005	ENSCAFG00000009818	ENSMICG00000008172	ENSOGAG00000014655	ENSGGOG00000010795
ENSG00000189067	ENSMUSG00000022500	ENSRNOG00000002520	ENSOCUG00000003790	ENSCPOG00000006659	ENSSTOG00000026930	ENSMLUG00000016033	ENSPVAG00000009213	ENSECAG00000017984	ENSCAFG00000018391	ENSMICG00000004004	ENSOGAG00000028239	ENSGGOG00000016039
ENSG00000122507	ENSMUSG00000035919	ENSRNOG00000015189	ENSOCUG00000000102	ENSCPOG00000000935	ENSSTOG00000009855	ENSMLUG00000010495	ENSPVAG00000013184	ENSECAG00000022057	ENSCAFG00000003161	ENSMICG00000016999	ENSOGAG00000005786	ENSGGOG00000008112
ENSG00000076321	ENSMUSG00000026705	ENSRNOG00000002875	ENSOCUG00000009345	ENSCPOG00000004644	ENSSTOG00000015246	ENSMLUG00000010997	ENSPVAG00000002601	ENSECAG00000014000	ENSCAFG00000014549	ENSMICG00000002959	ENSOGAG00000004033	ENSGGOG00000024508
ENSG00000166938	ENSMUSG00000032396	ENSRNOG00000010537	ENSOCUG00000002206	ENSCPOG00000000250	ENSSTOG00000009158	ENSMLUG00000022949	ENSPVAG00000004927	ENSECAG00000007302	ENSCAFG00000017271	ENSMICG00000004374	ENSOGAG00000024086	ENSGGOG00000001549
ENSG00000087470	ENSMUSG00000022789	ENSRNOG00000001813	ENSOCUG00000000021	ENSCPOG00000015273	ENSSTOG00000011898	ENSMLUG00000013569	ENSPVAG00000000516	ENSECAG00000021929	ENSCAFG00000010528	ENSMICG00000017715	ENSOGAG00000011503	ENSGGOG00000006636
ENSG00000164985	ENSMUSG00000028484	ENSRNOG00000011498	ENSOCUG00000009319	ENSCPOG00000005095	ENSSTOG00000002200	ENSMLUG00000017217	ENSPVAG00000016981	ENSECAG00000012666	ENSCAFG00000001551	ENSMICG00000013923	ENSOGAG00000002179	ENSGGOG00000016152
ENSG00000109084	ENSMUSG00000037278	ENSRNOG00000022657	ENSOCUG00000007769	ENSCPOG00000003152	ENSSTOG00000007542	ENSMLUG00000008705	ENSPVAG00000002872	ENSECAG00000012404	ENSCAFG00000018655	ENSMICG00000005073	ENSOGAG00000003329	ENSGGOG00000004565
ENSG00000148702	ENSMUSG00000025075	ENSRNOG00000016659	ENSOCUG00000011012	ENSCPOG00000002198	ENSSTOG00000002939	ENSMLUG00000003782	ENSPVAG00000000478	ENSECAG00000022910	ENSCAFG00000011016	ENSMICG00000016037	ENSOGAG00000011641	ENSGGOG00000002294
ENSG00000166569	ENSMUSG00000024519	ENSRNOG00000016928	ENSOCUG00000003194	ENSCPOG00000014552	ENSSTOG00000026773	ENSMLUG00000005818	ENSPVAG00000002952	ENSECAG00000020549	ENSCAFG00000000096	ENSMICG00000001934	ENSOGAG00000002575	ENSGGOG00000006750
ENSG00000074695	ENSMUSG00000041891	ENSRNOG00000024470	ENSOCUG00000003199	ENSCPOG00000011404	ENSSTOG00000013136	ENSMLUG00000005820	ENSPVAG00000002953	ENSECAG00000020570	ENSCAFG00000000094	ENSMICG00000001937	ENSOGAG00000002577	ENSGGOG00000006753
ENSG00000204371	ENSMUSG00000013787	ENSRNOG00000030630	ENSOCUG00000006980	ENSCPOG00000014788	ENSSTOG00000020917	ENSMLUG00000004908	ENSPVAG00000005128	ENSECAG00000001546	ENSCAFG00000000669	ENSMICG00000003583	ENSOGAG00000014177	ENSGGOG00000026532
ENSG00000117151	ENSMUSG00000028189	ENSRNOG00000015573	ENSOCUG00000003059	ENSCPOG00000009243	ENSSTOG00000015319	ENSMLUG00000016039	ENSPVAG00000008138	ENSECAG00000015643	ENSCAFG00000020306	ENSMICG00000014910	ENSOGAG00000004649	ENSGGOG00000015738
ENSG00000124191	ENSMUSG00000074607	ENSRNOG00000008146	ENSOCUG00000008497	ENSCPOG00000009234	ENSSTOG00000015626	ENSMLUG00000016165	ENSPVAG00000003929	ENSECAG00000011396	ENSCAFG00000009354	ENSMICG00000008209	ENSOGAG00000007709	ENSGGOG00000008062
ENSG00000145740	ENSMUSG00000021629	ENSRNOG00000018746	ENSOCUG00000010472	ENSCPOG00000003972	ENSSTOG00000010451	ENSMLUG00000014955	ENSPVAG00000010836	ENSECAG00000024474	ENSCAFG00000007670	ENSMICG00000013423	ENSOGAG00000002155	ENSGGOG00000015127
ENSG00000178460	ENSMUSG00000046101	ENSRNOG00000021702	ENSOCUG00000011583	ENSCPOG00000007493	ENSSTOG00000020702	ENSMLUG00000024440	ENSPVAG00000002818	ENSECAG00000018781	ENSCAFG00000007371	ENSMICG00000007062	ENSOGAG00000012369	ENSGGOG00000002768
ENSG00000164620	ENSMUSG00000044024	ENSRNOG00000019575	ENSOCUG00000025508	ENSCPOG00000014276	ENSSTOG00000016242	ENSMLUG00000023054	ENSPVAG00000015644	ENSECAG00000020085	ENSCAFG00000006185	ENSMICG00000017450	ENSOGAG00000000607	ENSGGOG00000016383
ENSG00000132142	ENSMUSG00000020532	ENSRNOG00000034013	ENSOCUG00000014453	ENSCPOG00000006043	ENSSTOG00000002468	ENSMLUG00000014767	ENSPVAG00000008058	ENSECAG00000010631	ENSCAFG00000017996	ENSMICG00000004237	ENSOGAG00000013795	ENSGGOG00000017078
ENSG00000136449	ENSMUSG00000039110	ENSRNOG00000042912	ENSOCUG00000002706	ENSCPOG00000013284	ENSSTOG00000011746	ENSMLUG00000005561	ENSPVAG00000016592	ENSECAG00000000721	ENSCAFG00000017090	ENSMICG00000009732	ENSOGAG00000005400	ENSGGOG00000003367
ENSG00000204256	ENSMUSG00000024335	ENSRNOG00000000461	ENSOCUG00000003097	ENSCPOG00000002811	ENSSTOG00000010807	ENSMLUG00000009919	ENSPVAG00000012010	ENSECAG00000012089	ENSCAFG00000000871	ENSMICG00000003693	ENSOGAG00000006473	ENSGGOG00000005838
ENSG00000163359	ENSMUSG00000048126	ENSRNOG00000019648	ENSOCUG00000007472	ENSCPOG00000011331	ENSSTOG00000002685	ENSMLUG00000006761	ENSPVAG00000012502	ENSECAG00000020887	ENSCAFG00000012226	ENSMICG00000003426	ENSOGAG00000016050	ENSGGOG00000002468
ENSG00000136451	ENSMUSG00000018377	ENSRNOG00000009819	ENSOCUG00000017673	ENSCPOG00000002637	ENSSTOG00000000239	ENSMLUG00000011019	ENSPVAG00000000518	ENSECAG00000016083	ENSCAFG00000017426	ENSMICG00000016243	ENSOGAG00000014483	ENSGGOG00000004387
